+-----------------------------------------------------------------------+
| Index | Dimensions |  QueryType |       v |           l |           r |
|   463 |        100 |          0 |      -  |          -  |          -  |
|   464 |        100 |          1 |      11 |          -  |          -  |
|   465 |        100 |          2 |      -  |  0.19842398 |  0.74380022 |
|   466 |        100 |          3 |       4 |  0.32422155 |  0.39400107 |
|   467 |        100 |          0 |      -  |          -  |          -  |
|   468 |        100 |          1 |       5 |          -  |          -  |
|   469 |        100 |          2 |      -  |  0.17601594 |  0.84775448 |
|   470 |        100 |          3 |       4 |  0.36625525 |  0.41335145 |
|   471 |        100 |          0 |      -  |          -  |          -  |
|   472 |        100 |          1 |       9 |          -  |          -  |
|   473 |        100 |          2 |      -  |  0.53888780 |  0.95549357 |
|   474 |        100 |          3 |       5 |  0.47707817 |  0.98473489 |
|   475 |        100 |          0 |      -  |          -  |          -  |
|   476 |        100 |          1 |       5 |          -  |          -  |
|   477 |        100 |          2 |      -  |  0.67824817 |  0.92262673 |
|   478 |        100 |          3 |       5 |  0.05645774 |  0.25635910 |
|   479 |        100 |          0 |      -  |          -  |          -  |
|   480 |        100 |          1 |       5 |          -  |          -  |
|   481 |        100 |          2 |      -  |  0.72996211 |  0.90250593 |
|   482 |        100 |          3 |       5 |  0.73264462 |  0.94866019 |
|   483 |        100 |          0 |      -  |          -  |          -  |
|   484 |        100 |          1 |      14 |          -  |          -  |
|   485 |        100 |          2 |      -  |  0.36894986 |  0.74615496 |
|   486 |        100 |          3 |       0 |  0.18836558 |  0.76986897 |
|   487 |        100 |          0 |      -  |          -  |          -  |
|   488 |        100 |          1 |       5 |          -  |          -  |
|   489 |        100 |          2 |      -  |  0.30744377 |  0.80946624 |
|   490 |        100 |          3 |       5 |  0.96930140 |  0.97734588 |
|   491 |        100 |          0 |      -  |          -  |          -  |
|   492 |        100 |          1 |       4 |          -  |          -  |
|   493 |        100 |          2 |      -  |  0.16393760 |  0.84798038 |
|   494 |        100 |          3 |       0 |  0.39161000 |  0.52259308 |
|   495 |        100 |          0 |      -  |          -  |          -  |
|   496 |        100 |          1 |       5 |          -  |          -  |
|   497 |        100 |          2 |      -  |  0.41830298 |  0.62877810 |
|   498 |        100 |          3 |       0 |  0.18256591 |  0.50605530 |
|   499 |        100 |          0 |      -  |          -  |          -  |
|   500 |        100 |          1 |       5 |          -  |          -  |
|   501 |        100 |          2 |      -  |  0.09905517 |  0.53642714 |
|   502 |        100 |          3 |       5 |  0.17692558 |  0.61690342 |
|   503 |        100 |          0 |      -  |          -  |          -  |
|   504 |        100 |          1 |       2 |          -  |          -  |
|   505 |        100 |          2 |      -  |  0.56412560 |  0.81183612 |
|   506 |        100 |          3 |       5 |  0.34824511 |  0.64351875 |
|   507 |        100 |          0 |      -  |          -  |          -  |
|   508 |        100 |          1 |       5 |          -  |          -  |
|   509 |        100 |          2 |      -  |  0.72038573 |  0.82701045 |
|   510 |        100 |          3 |       0 |  0.02786179 |  0.57090247 |
|   511 |        100 |          0 |      -  |          -  |          -  |
|   512 |        100 |          1 |       5 |          -  |          -  |
|   513 |        100 |          2 |      -  |  0.07178938 |  0.13740598 |
|   514 |        100 |          3 |       5 |  0.04200446 |  0.41999114 |
|   515 |        100 |          0 |      -  |          -  |          -  |
|   516 |        100 |          1 |       2 |          -  |          -  |
|   517 |        100 |          2 |      -  |  0.43994156 |  0.98596525 |
|   518 |        100 |          3 |       0 |  0.03273367 |  0.88178307 |
|   519 |        100 |          0 |      -  |          -  |          -  |
|   520 |        100 |          1 |       5 |          -  |          -  |
|   521 |        100 |          2 |      -  |  0.37464869 |  0.48905769 |
|   522 |        100 |          3 |       2 |  0.78656101 |  0.84744996 |
|   523 |        100 |          0 |      -  |          -  |          -  |
|   524 |        100 |          1 |       0 |          -  |          -  |
|   525 |        100 |          2 |      -  |  0.28918153 |  0.79752707 |
|   526 |        100 |          3 |       0 |  0.53620833 |  0.59232420 |
|   527 |        100 |          0 |      -  |          -  |          -  |
|   528 |        100 |          1 |      14 |          -  |          -  |
|   529 |        100 |          2 |      -  |  0.68211061 |  0.81271446 |
|   530 |        100 |          3 |       0 |  0.41182059 |  0.62018096 |
|   531 |        100 |          0 |      -  |          -  |          -  |
|   532 |        100 |          1 |       2 |          -  |          -  |
|   533 |        100 |          2 |      -  |  0.31060731 |  0.31670043 |
|   534 |        100 |          3 |       5 |  0.23207232 |  0.27519616 |
|   535 |        100 |          0 |      -  |          -  |          -  |
|   536 |        100 |          1 |       6 |          -  |          -  |
|   537 |        100 |          2 |      -  |  0.44482350 |  0.74920154 |
|   538 |        100 |          3 |       0 |  0.49880245 |  0.63338876 |
|   539 |        100 |          0 |      -  |          -  |          -  |
|   540 |        100 |          1 |       5 |          -  |          -  |
|   541 |        100 |          2 |      -  |  0.83450532 |  0.83571148 |
|   542 |        100 |          3 |       5 |  0.08326165 |  0.36558160 |
|   543 |        100 |          0 |      -  |          -  |          -  |
|   544 |        100 |          1 |       5 |          -  |          -  |
|   545 |        100 |          2 |      -  |  0.03344161 |  0.82481301 |
|   546 |        100 |          3 |       5 |  0.02990392 |  0.63041180 |
|   547 |        100 |          0 |      -  |          -  |          -  |
|   548 |        100 |          1 |       5 |          -  |          -  |
|   549 |        100 |          2 |      -  |  0.26203877 |  0.81632578 |
|   550 |        100 |          3 |       5 |  0.50966966 |  0.94732904 |
|   551 |        100 |          0 |      -  |          -  |          -  |
|   552 |        100 |          1 |       4 |          -  |          -  |
|   553 |        100 |          2 |      -  |  0.40308326 |  0.67681921 |
|   554 |        100 |          3 |       4 |  0.02520853 |  0.31016660 |
|   555 |        100 |          0 |      -  |          -  |          -  |
|   556 |        100 |          1 |       5 |          -  |          -  |
|   557 |        100 |          2 |      -  |  0.46756434 |  0.53423882 |
|   558 |        100 |          3 |       5 |  0.55098128 |  0.75994772 |
|   559 |        100 |          0 |      -  |          -  |          -  |
|   560 |        100 |          1 |       0 |          -  |          -  |
|   561 |        100 |          2 |      -  |  0.20273818 |  0.74822235 |
|   562 |        100 |          3 |       2 |  0.20009904 |  0.87342191 |
|   563 |        100 |          0 |      -  |          -  |          -  |
|   564 |        100 |          1 |       0 |          -  |          -  |
|   565 |        100 |          2 |      -  |  0.43601763 |  0.86176711 |
|   566 |        100 |          3 |       5 |  0.29481581 |  0.46588928 |
|   567 |        100 |          0 |      -  |          -  |          -  |
|   568 |        100 |          1 |       0 |          -  |          -  |
|   569 |        100 |          2 |      -  |  0.26397702 |  0.99527031 |
|   570 |        100 |          3 |       5 |  0.10822511 |  0.60077411 |
|   571 |        100 |          0 |      -  |          -  |          -  |
|   572 |        100 |          1 |       0 |          -  |          -  |
|   573 |        100 |          2 |      -  |  0.41610858 |  0.83591515 |
|   574 |        100 |          3 |       5 |  0.41676810 |  0.94091624 |
|   575 |        100 |          0 |      -  |          -  |          -  |
|   576 |        100 |          1 |       0 |          -  |          -  |
|   577 |        100 |          2 |      -  |  0.86159062 |  0.91446024 |
|   578 |        100 |          3 |      19 |  0.03659507 |  0.64119023 |
|   579 |        100 |          0 |      -  |          -  |          -  |
|   580 |        100 |          1 |       0 |          -  |          -  |
|   581 |        100 |          2 |      -  |  0.27666348 |  0.56337529 |
|   582 |        100 |          3 |       0 |  0.27893555 |  0.37606657 |
|   583 |        100 |          0 |      -  |          -  |          -  |
|   584 |        100 |          1 |       5 |          -  |          -  |
|   585 |        100 |          2 |      -  |  0.61450028 |  0.76395333 |
|   586 |        100 |          3 |       0 |  0.20631015 |  0.66677392 |
|   587 |        100 |          0 |      -  |          -  |          -  |
|   588 |        100 |          1 |       4 |          -  |          -  |
|   589 |        100 |          2 |      -  |  0.05290089 |  0.94246924 |
|   590 |        100 |          3 |       0 |  0.70519835 |  0.90113038 |
|   591 |        100 |          0 |      -  |          -  |          -  |
|   592 |        100 |          1 |       5 |          -  |          -  |
|   593 |        100 |          2 |      -  |  0.27861285 |  0.43004349 |
|   594 |        100 |          3 |       5 |  0.20792469 |  0.93387514 |
|   595 |        100 |          0 |      -  |          -  |          -  |
|   596 |        100 |          1 |       4 |          -  |          -  |
|   597 |        100 |          2 |      -  |  0.02731117 |  0.93513167 |
|   598 |        100 |          3 |      20 |  0.12121411 |  0.28937313 |
|   599 |        100 |          0 |      -  |          -  |          -  |
|   600 |        100 |          1 |       2 |          -  |          -  |
|   601 |        100 |          2 |      -  |  0.50976646 |  0.76882720 |
|   602 |        100 |          3 |       2 |  0.16632463 |  0.75464725 |
|   603 |        100 |          0 |      -  |          -  |          -  |
|   604 |        100 |          1 |      11 |          -  |          -  |
|   605 |        100 |          2 |      -  |  0.12008160 |  0.98404515 |
|   606 |        100 |          3 |       5 |  0.36720118 |  0.96671367 |
